site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
P666 07NOV10 2007.8576 54414 1452 6 -121.5  -1230 -0.566357   4481200  0.575946  2471  0.561194  0.0083 0.000667 0.000857 0.002721 -0.020436 -0.015164 -0.234956
P666 07NOV11 2007.8604 54415 1453 0 -121.5  -1230 -0.565985   4481200  0.574274  2471  0.554812  0.0083 0.000660 0.000851 0.002687 -0.022513 -0.011534 -0.240838
P666 07NOV12 2007.8631 54416 1453 1 -121.5  -1230 -0.566272   4481200  0.575348  2471  0.558890  0.0083 0.000670 0.000859 0.002749 -0.026161 -0.020855 -0.237243
P666 07NOV13 2007.8658 54417 1453 2 -121.5  -1230 -0.562870   4481200  0.572673  2471  0.549926  0.0083 0.000663 0.000859 0.002723 -0.025548 -0.022167 -0.241880
P666 07NOV14 2007.8686 54418 1453 3 -121.5  -1230 -0.563721   4481200  0.575433  2471  0.556228  0.0083 0.000666 0.000851 0.002710 -0.025709 -0.002910 -0.234424
P666 07NOV15 2007.8713 54419 1453 4 -121.5  -1230 -0.566808   4481200  0.578300  2471  0.556270  0.0083 0.000664 0.000855 0.002714 -0.019592  0.004175 -0.242946
P666 07NOV16 2007.8741 54420 1453 5 -121.5  -1230 -0.565790   4481200  0.575649  2471  0.554024  0.0083 0.000670 0.000864 0.002765 -0.027524  0.006207 -0.249658
P666 07NOV17 2007.8768 54421 1453 6 -121.5  -1230 -0.568105   4481200  0.575353  2471  0.556385  0.0083 0.000671 0.000860 0.002792 -0.025726  0.002668 -0.259935
P666 07NOV18 2007.8795 54422 1454 0 -121.5  -1230 -0.564865   4481200  0.576334  2471  0.552476  0.0083 0.000671 0.000858 0.002754 -0.027013  0.014141 -0.226736
P666 07NOV19 2007.8823 54423 1454 1 -121.5  -1230 -0.566769   4481200  0.577304  2471  0.558062  0.0083 0.000669 0.000856 0.002754 -0.016045 -0.009518 -0.241522
P666 07NOV20 2007.8850 54424 1454 2 -121.5  -1230 -0.567184   4481200  0.576670  2471  0.552390  0.0083 0.000669 0.000852 0.002724 -0.020079  0.019878 -0.232946
P666 07NOV21 2007.8877 54425 1454 3 -121.5  -1230 -0.566521   4481200  0.576703  2471  0.553340  0.0083 0.000672 0.000856 0.002741 -0.015395  0.016721 -0.229057
P666 07NOV22 2007.8905 54426 1454 4 -121.5  -1230 -0.564496   4481200  0.574780  2471  0.549293  0.0083 0.000673 0.000853 0.002733 -0.031503  0.006027 -0.241845
P666 07NOV23 2007.8932 54427 1454 5 -121.5  -1230 -0.565855   4481200  0.575630  2471  0.554794  0.0083 0.000688 0.000858 0.002751 -0.039777  0.015710 -0.210604
P666 07NOV24 2007.8960 54428 1454 6 -121.5  -1230 -0.565848   4481200  0.576718  2471  0.554162  0.0083 0.000686 0.000860 0.002793 -0.024080 -0.018636 -0.225309
P666 07NOV25 2007.8987 54429 1455 0 -121.5  -1230 -0.566633   4481200  0.575618  2471  0.553359  0.0083 0.000675 0.000856 0.002752 -0.016205  0.003134 -0.226178
P666 07NOV26 2007.9014 54430 1455 1 -121.5  -1230 -0.564760   4481200  0.576491  2471  0.553810  0.0083 0.000673 0.000854 0.002724 -0.013123  0.010166 -0.227354
P666 07NOV27 2007.9042 54431 1455 2 -121.5  -1230 -0.565590   4481200  0.575686  2471  0.554694  0.0083 0.000684 0.000865 0.002829 -0.006078  0.000837 -0.254125
P666 07NOV28 2007.9069 54432 1455 3 -121.5  -1230 -0.566984   4481200  0.574119  2471  0.556318  0.0083 0.000676 0.000854 0.002744 -0.025919  0.017584 -0.243280
P666 07NOV29 2007.9097 54433 1455 4 -121.5  -1230 -0.566141   4481200  0.574804  2471  0.555599  0.0083 0.000686 0.000869 0.002831 -0.006830  0.008470 -0.241679
P666 07NOV30 2007.9124 54434 1455 5 -121.5  -1230 -0.568476   4481200  0.576823  2471  0.555719  0.0083 0.000675 0.000853 0.002701 -0.023819  0.027172 -0.218065
P666 07DEC01 2007.9151 54435 1455 6 -121.5  -1230 -0.566636   4481200  0.575388  2471  0.560792  0.0083 0.000682 0.000858 0.002756 -0.015934  0.010752 -0.225239
P666 07DEC02 2007.9179 54436 1456 0 -121.5  -1230 -0.562479   4481200  0.576347  2471  0.558794  0.0083 0.000678 0.000866 0.002830 -0.012120 -0.022705 -0.276697
P666 07DEC03 2007.9206 54437 1456 1 -121.5  -1230 -0.546748   4481200  0.581496  2471  0.550869  0.0083 0.000699 0.000893 0.002896 -0.038847  0.007029 -0.257926
P666 07DEC04 2007.9233 54438 1456 2 -121.5  -1230 -0.563753   4481200  0.578674  2471  0.546994  0.0083 0.000702 0.000875 0.002881 -0.004519 -0.014449 -0.250937
P666 07DEC05 2007.9261 54439 1456 3 -121.5  -1230 -0.567617   4481200  0.576927  2471  0.553082  0.0083 0.000691 0.000869 0.002819 -0.001291 -0.010485 -0.238252
P666 07DEC06 2007.9288 54440 1456 4 -121.5  -1230 -0.565775   4481200  0.578615  2471  0.556367  0.0083 0.000691 0.000856 0.002769 -0.009264  0.004146 -0.227112
P666 07DEC07 2007.9316 54441 1456 5 -121.5  -1230 -0.565183   4481200  0.578432  2471  0.554448  0.0083 0.000686 0.000860 0.002736 -0.013422  0.014838 -0.225423
P666 07DEC08 2007.9343 54442 1456 6 -121.5  -1230 -0.566536   4481200  0.577567  2471  0.550984  0.0083 0.000685 0.000868 0.002826 -0.002759 -0.012844 -0.272097
P666 07DEC09 2007.9370 54443 1457 0 -121.5  -1230 -0.568025   4481200  0.574834  2471  0.555257  0.0083 0.000687 0.000859 0.002773 -0.018838  0.001645 -0.242989
P666 07DEC10 2007.9398 54444 1457 1 -121.5  -1230 -0.566160   4481200  0.576770  2471  0.555528  0.0083 0.000696 0.000876 0.002867 -0.017285 -0.001307 -0.269174
P666 07DEC11 2007.9425 54445 1457 2 -121.5  -1230 -0.567757   4481200  0.577326  2471  0.554979  0.0083 0.000693 0.000872 0.002825 -0.003858 -0.007340 -0.245077
P666 07DEC12 2007.9452 54446 1457 3 -121.5  -1230 -0.566719   4481200  0.577777  2471  0.553210  0.0083 0.000700 0.000883 0.002806 -0.036806  0.027979 -0.230406
P666 07DEC13 2007.9480 54447 1457 4 -121.5  -1230 -0.566309   4481200  0.577154  2471  0.550570  0.0083 0.000688 0.000879 0.002796 -0.029418  0.013451 -0.259485
P666 07DEC14 2007.9507 54448 1457 5 -121.5  -1230 -0.566598   4481200  0.576261  2471  0.553378  0.0083 0.000682 0.000875 0.002751 -0.051378  0.026558 -0.255648
P666 07DEC15 2007.9535 54449 1457 6 -121.5  -1230 -0.566732   4481200  0.577375  2471  0.558952  0.0083 0.000695 0.000885 0.002841 -0.028084  0.012986 -0.260878
P666 07DEC16 2007.9562 54450 1458 0 -121.5  -1230 -0.566689   4481200  0.577380  2471  0.555868  0.0083 0.000681 0.000874 0.002726 -0.041238  0.021647 -0.227278
P666 07DEC17 2007.9589 54451 1458 1 -121.5  -1230 -0.568168   4481200  0.576315  2471  0.562083  0.0083 0.000698 0.000884 0.002824 -0.045264  0.025548 -0.250654
P666 07DEC18 2007.9617 54452 1458 2 -121.5  -1230 -0.565467   4481200  0.578177  2471  0.563722  0.0083 0.000695 0.000886 0.002844 -0.034899  0.040274 -0.261645
P666 07DEC19 2007.9644 54453 1458 3 -121.5  -1230 -0.566944   4481200  0.578107  2471  0.554950  0.0083 0.000685 0.000885 0.002857 -0.028860 -0.000288 -0.274759
P666 07DEC20 2007.9671 54454 1458 4 -121.5  -1230 -0.566275   4481200  0.576316  2471  0.562696  0.0083 0.000691 0.000889 0.002855 -0.026687  0.010610 -0.256571
P666 07DEC21 2007.9699 54455 1458 5 -121.5  -1230 -0.567209   4481200  0.575876  2471  0.545718  0.0083 0.000693 0.000889 0.002898 -0.043548  0.026713 -0.279812
P666 07DEC22 2007.9726 54456 1458 6 -121.5  -1230 -0.568572   4481200  0.576059  2471  0.543826  0.0083 0.000693 0.000889 0.002847 -0.028583  0.018163 -0.243324
P666 07DEC23 2007.9754 54457 1459 0 -121.5  -1230 -0.564346   4481200  0.573426  2471  0.547923  0.0083 0.000686 0.000879 0.002786 -0.038562  0.039047 -0.234587
P666 07DEC24 2007.9781 54458 1459 1 -121.5  -1230 -0.567241   4481200  0.574160  2471  0.552307  0.0083 0.000693 0.000890 0.002850 -0.045780  0.042282 -0.245587
P666 07DEC25 2007.9808 54459 1459 2 -121.5  -1230 -0.568415   4481200  0.576590  2471  0.550034  0.0083 0.000682 0.000885 0.002810 -0.040013  0.023428 -0.245174
P666 07DEC26 2007.9836 54460 1459 3 -121.5  -1230 -0.567192   4481200  0.575078  2471  0.559955  0.0083 0.000684 0.000883 0.002835 -0.046936  0.033406 -0.271873
P666 07DEC27 2007.9863 54461 1459 4 -121.5  -1230 -0.567928   4481200  0.574658  2471  0.558250  0.0083 0.000685 0.000893 0.002830 -0.015997  0.001052 -0.235490
P666 07DEC28 2007.9890 54462 1459 5 -121.5  -1230 -0.567024   4481200  0.576739  2471  0.559905  0.0083 0.000688 0.000891 0.002824 -0.022326  0.012080 -0.230367
P666 07DEC29 2007.9918 54463 1459 6 -121.5  -1230 -0.561233   4481200  0.575210  2471  0.559331  0.0083 0.000679 0.000893 0.002842 -0.016540  0.000184 -0.254810
P666 07DEC30 2007.9945 54464 1460 0 -121.5  -1230 -0.560659   4481200  0.576192  2471  0.555538  0.0083 0.000686 0.000898 0.002859 -0.024843 -0.008750 -0.253730
P666 07DEC31 2007.9973 54465 1460 1 -121.5  -1230 -0.563321   4481200  0.577992  2471  0.552422  0.0083 0.000678 0.000885 0.002833 -0.041250  0.026126 -0.265128
P666 08JAN01 2008.0000 54466 1460 2 -121.5  -1230 -0.565681   4481200  0.579778  2471  0.551201  0.0083 0.000675 0.000875 0.002779 -0.044055  0.027585 -0.249920
P666 08JAN02 2008.0027 54467 1460 3 -121.5  -1230 -0.565318   4481200  0.579588  2471  0.550258  0.0083 0.000666 0.000873 0.002723 -0.041333  0.012059 -0.230204
P666 08JAN03 2008.0055 54468 1460 4 -121.5  -1230 -0.564596   4481200  0.579767  2471  0.561279  0.0083 0.000659 0.000874 0.002757 -0.038599 -0.005479 -0.266960
P666 08JAN04 2008.0082 54469 1460 5 -121.5  -1230 -0.567784   4481200  0.578143  2471  0.567160  0.0083 0.000656 0.000874 0.002766 -0.028566 -0.008162 -0.271349
P666 08JAN05 2008.0110 54470 1460 6 -121.5  -1230 -0.568383   4481200  0.576202  2471  0.560704  0.0083 0.000659 0.000866 0.002730 -0.037333  0.017713 -0.268509
P666 08JAN06 2008.0137 54471 1461 0 -121.5  -1230 -0.567947   4481200  0.576441  2471  0.560950  0.0083 0.000662 0.000866 0.002722 -0.039121  0.016266 -0.253209
P666 08JAN07 2008.0164 54472 1461 1 -121.5  -1230 -0.566364   4481200  0.576436  2471  0.559813  0.0083 0.000663 0.000872 0.002718 -0.032742  0.019360 -0.243345
P666 08JAN08 2008.0192 54473 1461 2 -121.5  -1230 -0.564766   4481200  0.576974  2471  0.555058  0.0083 0.000673 0.000884 0.002777 -0.070504  0.046260 -0.258165
P666 08JAN09 2008.0219 54474 1461 3 -121.5  -1230 -0.568148   4481200  0.575138  2471  0.556520  0.0083 0.000670 0.000893 0.002791 -0.065111  0.022554 -0.264855
P666 08JAN10 2008.0246 54475 1461 4 -121.5  -1230 -0.568591   4481200  0.576078  2471  0.557500  0.0083 0.000673 0.000875 0.002779 -0.031053  0.010917 -0.271018
P666 08JAN11 2008.0274 54476 1461 5 -121.5  -1230 -0.569036   4481200  0.576391  2471  0.552238  0.0083 0.000660 0.000861 0.002699 -0.036008  0.015024 -0.253840
P666 08JAN12 2008.0301 54477 1461 6 -121.5  -1230 -0.567632   4481200  0.576274  2471  0.556938  0.0083 0.000672 0.000870 0.002771 -0.023695 -0.014722 -0.260333
P666 08JAN13 2008.0329 54478 1462 0 -121.5  -1230 -0.566011   4481200  0.579302  2471  0.547564  0.0083 0.000662 0.000857 0.002698 -0.018865  0.005453 -0.249356
P666 08JAN14 2008.0356 54479 1462 1 -121.5  -1230 -0.566744   4481200  0.579243  2471  0.548994  0.0083 0.000663 0.000857 0.002710 -0.027005  0.009491 -0.244653
P666 08JAN15 2008.0383 54480 1462 2 -121.5  -1230 -0.566052   4481200  0.577733  2471  0.550541  0.0083 0.000671 0.000860 0.002762 -0.014873  0.008843 -0.264325
P666 08JAN16 2008.0411 54481 1462 3 -121.5  -1230 -0.569600   4481200  0.578132  2471  0.549321  0.0083 0.000674 0.000874 0.002748 -0.051937  0.046020 -0.246872
P666 08JAN17 2008.0438 54482 1462 4 -121.5  -1230 -0.569851   4481200  0.575345  2471  0.546547  0.0083 0.000680 0.000877 0.002773 -0.048427  0.035853 -0.240627
P666 08JAN18 2008.0465 54483 1462 5 -121.5  -1230 -0.567573   4481200  0.576724  2471  0.548228  0.0083 0.000691 0.000867 0.002820 -0.012620 -0.020643 -0.239869
P666 08JAN19 2008.0493 54484 1462 6 -121.5  -1230 -0.565840   4481200  0.579459  2471  0.547334  0.0083 0.000671 0.000861 0.002753 -0.024532 -0.000874 -0.251903
P666 08JAN20 2008.0520 54485 1463 0 -121.5  -1230 -0.565906   4481200  0.576659  2471  0.550626  0.0083 0.000669 0.000860 0.002743 -0.026460  0.011182 -0.260196
P666 08JAN21 2008.0548 54486 1463 1 -121.5  -1230 -0.566551   4481200  0.578167  2471  0.550155  0.0083 0.000660 0.000852 0.002685 -0.029006  0.001082 -0.251648
P666 08JAN22 2008.0575 54487 1463 2 -121.5  -1230 -0.565953   4481200  0.575683  2471  0.551652  0.0083 0.000660 0.000859 0.002705 -0.018277 -0.009515 -0.260750
P666 08JAN23 2008.0602 54488 1463 3 -121.5  -1230 -0.566284   4481200  0.576389  2471  0.555064  0.0083 0.000661 0.000858 0.002693 -0.024533 -0.017337 -0.246260
P666 08JAN24 2008.0630 54489 1463 4 -121.5  -1230 -0.565698   4481200  0.579397  2471  0.554067  0.0083 0.000660 0.000864 0.002728 -0.015369 -0.028468 -0.265307
P666 08JAN25 2008.0657 54490 1463 5 -121.5  -1230 -0.565507   4481200  0.578538  2471  0.555709  0.0083 0.000657 0.000863 0.002744 -0.003256 -0.030425 -0.279964
P666 08JAN26 2008.0684 54491 1463 6 -121.5  -1230 -0.565782   4481200  0.578772  2471  0.555836  0.0083 0.000670 0.000876 0.002887  0.001163 -0.030375 -0.315124
P666 08JAN27 2008.0712 54492 1464 0 -121.5  -1230 -0.565380   4481200  0.577632  2471  0.562433  0.0083 0.000665 0.000861 0.002725 -0.020645 -0.010590 -0.258704
P666 08JAN28 2008.0739 54493 1464 1 -121.5  -1230 -0.567268   4481200  0.575298  2471  0.554221  0.0083 0.000663 0.000866 0.002740 -0.010618 -0.023191 -0.268121
P666 08JAN29 2008.0767 54494 1464 2 -121.5  -1230 -0.566492   4481200  0.575961  2471  0.554979  0.0083 0.000706 0.000903 0.002906 -0.005280 -0.038326 -0.290920
P666 08JAN30 2008.0794 54495 1464 3 -121.5  -1230 -0.564452   4481200  0.575467  2471  0.551197  0.0083 0.000690 0.000908 0.002887 -0.038031  0.004590 -0.290386
P666 08JAN31 2008.0821 54496 1464 4 -121.5  -1230 -0.564436   4481200  0.576462  2471  0.546595  0.0083 0.000663 0.000862 0.002748 -0.013158 -0.006174 -0.268794
P666 08FEB01 2008.0849 54497 1464 5 -121.5  -1230 -0.566463   4481200  0.576533  2471  0.544641  0.0083 0.000681 0.000868 0.002843 -0.022519  0.027041 -0.278623
P666 08FEB02 2008.0876 54498 1464 6 -121.5  -1230 -0.565260   4481200  0.576116  2471  0.549343  0.0083 0.000671 0.000875 0.002843 -0.009740 -0.024608 -0.287456
P666 08FEB03 2008.0903 54499 1465 0 -121.5  -1230 -0.565656   4481200  0.556757  2471  0.615097  0.0083 0.000690 0.000937 0.003175  0.033197 -0.061671 -0.353248
P666 08FEB04 2008.0931 54500 1465 1 -121.5  -1230 -0.569103   4481200  0.556905  2471  0.616639  0.0083 0.000705 0.000946 0.003374  0.028456 -0.102675 -0.392052
P666 08FEB05 2008.0958 54501 1465 2 -121.5  -1230 -0.564768   4481200  0.573411  2471  0.556907  0.0083 0.000710 0.000890 0.002911 -0.020904 -0.029139 -0.281872
P666 08FEB06 2008.0986 54502 1465 3 -121.5  -1230 -0.566895   4481200  0.576605  2471  0.548930  0.0083 0.000692 0.000876 0.002795 -0.027940 -0.022102 -0.265881
P666 08FEB07 2008.1013 54503 1465 4 -121.5  -1230 -0.562708   4481200  0.573792  2471  0.550830  0.0083 0.000683 0.000886 0.002845 -0.017569 -0.016039 -0.284899
P666 08FEB08 2008.1040 54504 1465 5 -121.5  -1230 -0.562794   4481200  0.574762  2471  0.551999  0.0083 0.000658 0.000855 0.002690 -0.024484  0.003060 -0.255933
P666 08FEB09 2008.1068 54505 1465 6 -121.5  -1230 -0.563135   4481200  0.576834  2471  0.547779  0.0083 0.000655 0.000854 0.002681 -0.026881 -0.010862 -0.253528
P666 08FEB10 2008.1095 54506 1466 0 -121.5  -1230 -0.565299   4481200  0.575957  2471  0.552417  0.0083 0.000655 0.000854 0.002687 -0.031584 -0.014321 -0.250095
P666 08FEB11 2008.1123 54507 1466 1 -121.5  -1230 -0.566045   4481200  0.578573  2471  0.546640  0.0083 0.000657 0.000853 0.002663 -0.033482 -0.001684 -0.236664
P666 08FEB12 2008.1150 54508 1466 2 -121.5  -1230 -0.564749   4481200  0.577920  2471  0.546107  0.0083 0.000660 0.000851 0.002688 -0.025547 -0.013663 -0.246543
P666 08FEB13 2008.1177 54509 1466 3 -121.5  -1230 -0.565467   4481200  0.576884  2471  0.544825  0.0083 0.000659 0.000855 0.002686 -0.022971 -0.014633 -0.251295
P666 08FEB14 2008.1205 54510 1466 4 -121.5  -1230 -0.568870   4481200  0.575524  2471  0.543876  0.0083 0.000658 0.000850 0.002664 -0.023598  0.004042 -0.237663
P666 08FEB15 2008.1232 54511 1466 5 -121.5  -1230 -0.567805   4481200  0.577300  2471  0.542270  0.0083 0.000674 0.000862 0.002719 -0.044252 -0.003103 -0.216637
P666 08FEB16 2008.1259 54512 1466 6 -121.5  -1230 -0.565421   4481200  0.576299  2471  0.544038  0.0083 0.000661 0.000858 0.002691 -0.022882 -0.008022 -0.226689
P666 08FEB17 2008.1287 54513 1467 0 -121.5  -1230 -0.566123   4481200  0.578209  2471  0.544926  0.0083 0.000657 0.000849 0.002670 -0.018140  0.000814 -0.242695
P666 08FEB18 2008.1314 54514 1467 1 -121.5  -1230 -0.566364   4481200  0.577438  2471  0.542045  0.0083 0.000662 0.000854 0.002713 -0.019283  0.012100 -0.253312
P666 08FEB19 2008.1342 54515 1467 2 -121.5  -1230 -0.567480   4481200  0.575688  2471  0.545732  0.0083 0.000658 0.000855 0.002705 -0.012857 -0.010613 -0.247549
P666 08FEB20 2008.1369 54516 1467 3 -121.5  -1230 -0.567229   4481200  0.575175  2471  0.548249  0.0083 0.000654 0.000847 0.002654 -0.025222 -0.004161 -0.240093
P666 08FEB21 2008.1396 54517 1467 4 -121.5  -1230 -0.567342   4481200  0.575277  2471  0.550523  0.0083 0.000657 0.000849 0.002685 -0.017245 -0.001820 -0.249996
P666 08FEB22 2008.1424 54518 1467 5 -121.5  -1230 -0.567813   4481200  0.575269  2471  0.551907  0.0083 0.000660 0.000860 0.002737 -0.010680 -0.011269 -0.262722
P666 08FEB23 2008.1451 54519 1467 6 -121.5  -1230 -0.567341   4481200  0.574919  2471  0.547879  0.0083 0.000664 0.000863 0.002777 -0.017852 -0.004177 -0.273546
P666 08FEB24 2008.1478 54520 1468 0 -121.5  -1230 -0.567140   4481200  0.576834  2471  0.551969  0.0083 0.000688 0.000901 0.003138 -0.012456  0.012386 -0.359277
P666 08FEB25 2008.1506 54521 1468 1 -121.5  -1230 -0.567398   4481200  0.575522  2471  0.549098  0.0083 0.000686 0.000901 0.003126 -0.025010  0.020628 -0.355952
P666 08FEB26 2008.1533 54522 1468 2 -121.5  -1230 -0.566926   4481200  0.573138  2471  0.540859  0.0083 0.000686 0.000890 0.003042 -0.032006  0.030641 -0.334065
P666 08FEB27 2008.1561 54523 1468 3 -121.5  -1230 -0.567312   4481200  0.574764  2471  0.541549  0.0083 0.000675 0.000884 0.002938 -0.021945 -0.000181 -0.312649
P666 08FEB28 2008.1588 54524 1468 4 -121.5  -1230 -0.567105   4481200  0.574667  2471  0.544392  0.0083 0.000671 0.000880 0.002849 -0.021885  0.012929 -0.285257
P666 08FEB29 2008.1615 54525 1468 5 -121.5  -1230 -0.568205   4481200  0.574532  2471  0.550477  0.0083 0.000675 0.000879 0.002867 -0.023612 -0.000723 -0.290230
P666 08MAR01 2008.1643 54526 1468 6 -121.5  -1230 -0.567179   4481200  0.574731  2471  0.549687  0.0083 0.000673 0.000875 0.002800 -0.043335 -0.013371 -0.256886
P666 08MAR02 2008.1670 54527 1469 0 -121.5  -1230 -0.566677   4481200  0.574324  2471  0.544510  0.0083 0.000665 0.000868 0.002765 -0.035395  0.007689 -0.260461
P666 08MAR03 2008.1697 54528 1469 1 -121.5  -1230 -0.567952   4481200  0.575260  2471  0.543404  0.0083 0.000667 0.000869 0.002791 -0.026631 -0.004038 -0.270090
P666 08MAR04 2008.1725 54529 1469 2 -121.5  -1230 -0.567757   4481200  0.575719  2471  0.544980  0.0083 0.000664 0.000862 0.002762 -0.019654 -0.005351 -0.274975
P666 08MAR05 2008.1752 54530 1469 3 -121.5  -1230 -0.566033   4481200  0.577169  2471  0.540001  0.0083 0.000699 0.000883 0.002859 -0.021856 -0.013806 -0.272929
P666 08MAR06 2008.1780 54531 1469 4 -121.5  -1230 -0.566900   4481200  0.575850  2471  0.538019  0.0083 0.000664 0.000864 0.002747 -0.024589  0.004134 -0.259728
P666 08MAR07 2008.1807 54532 1469 5 -121.5  -1230 -0.566658   4481200  0.576408  2471  0.540531  0.0083 0.000659 0.000862 0.002726 -0.031050  0.001628 -0.259668
P666 08MAR08 2008.1834 54533 1469 6 -121.5  -1230 -0.565485   4481200  0.574358  2471  0.543431  0.0083 0.000665 0.000863 0.002750 -0.031670 -0.001222 -0.261024
P666 08MAR09 2008.1862 54534 1470 0 -121.5  -1230 -0.567787   4481200  0.573804  2471  0.542354  0.0083 0.000663 0.000864 0.002756 -0.024658 -0.007822 -0.262315
P666 08MAR10 2008.1889 54535 1470 1 -121.5  -1230 -0.568511   4481200  0.575443  2471  0.539810  0.0083 0.000659 0.000861 0.002740 -0.017758 -0.007883 -0.257529
P666 08MAR11 2008.1916 54536 1470 2 -121.5  -1230 -0.567215   4481200  0.575512  2471  0.545287  0.0083 0.000668 0.000862 0.002734 -0.039820 -0.001686 -0.242847
P666 08MAR12 2008.1944 54537 1470 3 -121.5  -1230 -0.569320   4481200  0.574727  2471  0.544431  0.0083 0.000667 0.000860 0.002756 -0.037449 -0.005857 -0.251858
P666 08MAR13 2008.1971 54538 1470 4 -121.5  -1230 -0.569889   4481200  0.573053  2471  0.559753  0.0083 0.000674 0.000874 0.002822 -0.035052 -0.032134 -0.253742
P666 08MAR14 2008.1999 54539 1470 5 -121.5  -1230 -0.568529   4481200  0.574648  2471  0.548205  0.0083 0.000665 0.000862 0.002724 -0.033276 -0.001538 -0.237546
P666 08MAR15 2008.2026 54540 1470 6 -121.5  -1230 -0.566329   4481200  0.575455  2471  0.541238  0.0083 0.000660 0.000860 0.002741 -0.030588 -0.012849 -0.261231
P666 08MAR16 2008.2053 54541 1471 0 -121.5  -1230 -0.570063   4481200  0.574277  2471  0.546176  0.0083 0.000668 0.000862 0.002745 -0.039583  0.011348 -0.254686
