site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
P665 07OCT03 2007.7536 54376 1447 3 -121.5  -2184 -0.581303   4480177  0.028266  2326  0.800912  0.0083 0.000701 0.000903 0.002906 -0.018920 -0.009213 -0.141895
P665 07OCT04 2007.7563 54377 1447 4 -121.5  -2184 -0.584306   4480177  0.030291  2326  0.805369  0.0083 0.000682 0.000904 0.002823 -0.036531  0.019518 -0.141029
P665 07OCT05 2007.7591 54378 1447 5 -121.5  -2184 -0.582586   4480177  0.030075  2326  0.798933  0.0083 0.000686 0.000911 0.002877 -0.024766  0.033432 -0.133983
P665 07OCT06 2007.7618 54379 1447 6 -121.5  -2184 -0.581108   4480177  0.030535  2326  0.794593  0.0083 0.000686 0.000900 0.002842 -0.042000  0.024290 -0.150899
P665 07OCT07 2007.7645 54380 1448 0 -121.5  -2184 -0.583206   4480177  0.031775  2326  0.800926  0.0083 0.000684 0.000908 0.002866 -0.027353  0.011317 -0.181003
P665 07OCT08 2007.7673 54381 1448 1 -121.5  -2184 -0.584213   4480177  0.030158  2326  0.805079  0.0083 0.000714 0.000943 0.003003 -0.069325  0.038764 -0.208929
P665 07OCT09 2007.7700 54382 1448 2 -121.5  -2184 -0.581224   4480177  0.031475  2326  0.806931  0.0083 0.000740 0.000961 0.003066 -0.032676  0.038326 -0.146401
P665 07OCT10 2007.7728 54383 1448 3 -121.5  -2184 -0.583149   4480177  0.032487  2326  0.805673  0.0083 0.000711 0.000943 0.003027 -0.079599  0.058801 -0.209137
P665 07OCT11 2007.7755 54384 1448 4 -121.5  -2184 -0.584226   4480177  0.030666  2326  0.804576  0.0083 0.000690 0.000909 0.002883 -0.021879 -0.005063 -0.159646
P665 07OCT12 2007.7782 54385 1448 5 -121.5  -2184 -0.581977   4480177  0.029437  2326  0.796849  0.0083 0.000688 0.000903 0.002871 -0.035567 -0.014982 -0.159600
P665 07OCT13 2007.7810 54386 1448 6 -121.5  -2184 -0.583584   4480177  0.028770  2326  0.796181  0.0083 0.000694 0.000901 0.002842 -0.031124  0.015470 -0.126139
P665 07OCT14 2007.7837 54387 1449 0 -121.5  -2184 -0.584160   4480177  0.028849  2326  0.804945  0.0083 0.000688 0.000899 0.002842 -0.040323  0.030170 -0.133808
P665 07OCT15 2007.7864 54388 1449 1 -121.5  -2184 -0.584562   4480177  0.028600  2326  0.805431  0.0083 0.000695 0.000919 0.002913 -0.018552  0.006703 -0.167805
P665 07OCT16 2007.7892 54389 1449 2 -121.5  -2184 -0.584709   4480177  0.027722  2326  0.804922  0.0083 0.000699 0.000913 0.002906 -0.036267  0.011301 -0.156690
P665 07OCT17 2007.7919 54390 1449 3 -121.5  -2184 -0.583415   4480177  0.029380  2326  0.803091  0.0083 0.000698 0.000910 0.002859 -0.032698  0.026276 -0.165909
P665 07OCT18 2007.7947 54391 1449 4 -121.5  -2184 -0.582175   4480177  0.030029  2326  0.800921  0.0083 0.000702 0.000929 0.002933 -0.017911  0.011644 -0.169168
P665 07OCT19 2007.7974 54392 1449 5 -121.5  -2184 -0.581302   4480177  0.029683  2326  0.807868  0.0083 0.000705 0.000925 0.002936 -0.050192  0.007532 -0.117452
P665 07OCT20 2007.8001 54393 1449 6 -121.5  -2184 -0.586381   4480177  0.027551  2326  0.806039  0.0083 0.000691 0.000911 0.002890 -0.036060  0.027592 -0.120275
P665 07OCT21 2007.8029 54394 1450 0 -121.5  -2184 -0.583846   4480177  0.029576  2326  0.798148  0.0083 0.000687 0.000888 0.002820 -0.049749  0.006614 -0.169472
P665 07OCT22 2007.8056 54395 1450 1 -121.5  -2184 -0.578714   4480177  0.031071  2326  0.785400  0.0083 0.000686 0.000903 0.002831 -0.038345  0.014566 -0.153909
P665 07OCT23 2007.8084 54396 1450 2 -121.5  -2184 -0.581235   4480177  0.031794  2326  0.795262  0.0083 0.000704 0.000903 0.002868 -0.056519  0.009584 -0.170450
P665 07OCT24 2007.8111 54397 1450 3 -121.5  -2184 -0.581760   4480177  0.031862  2326  0.799430  0.0083 0.000708 0.000918 0.002898 -0.056917 -0.002542 -0.134962
P665 07OCT25 2007.8138 54398 1450 4 -121.5  -2184 -0.584707   4480177  0.031961  2326  0.798193  0.0083 0.000695 0.000911 0.002869 -0.050524  0.034169 -0.144109
P665 07OCT26 2007.8166 54399 1450 5 -121.5  -2184 -0.582984   4480177  0.031453  2326  0.796729  0.0083 0.000718 0.000921 0.002892 -0.060660  0.036722 -0.145520
P665 07OCT27 2007.8193 54400 1450 6 -121.5  -2184 -0.582433   4480177  0.031568  2326  0.797608  0.0083 0.000694 0.000905 0.002833 -0.049673  0.027923 -0.171031
P665 07OCT28 2007.8220 54401 1451 0 -121.5  -2184 -0.583203   4480177  0.030245  2326  0.795788  0.0083 0.000690 0.000897 0.002814 -0.056182  0.032314 -0.187643
P665 07OCT29 2007.8248 54402 1451 1 -121.5  -2184 -0.584500   4480177  0.029992  2326  0.794862  0.0083 0.000698 0.000906 0.002860 -0.056345  0.038976 -0.169978
P665 07OCT30 2007.8275 54403 1451 2 -121.5  -2184 -0.585487   4480177  0.030401  2326  0.791591  0.0083 0.000701 0.000919 0.002888 -0.052189  0.048364 -0.140579
P665 07OCT31 2007.8303 54404 1451 3 -121.5  -2184 -0.583919   4480177  0.030993  2326  0.793549  0.0083 0.000697 0.000901 0.002848 -0.063346  0.048619 -0.160921
P665 07NOV01 2007.8330 54405 1451 4 -121.5  -2184 -0.583324   4480177  0.031697  2326  0.794460  0.0083 0.000687 0.000904 0.002827 -0.047083  0.032460 -0.145041
P665 07NOV02 2007.8357 54406 1451 5 -121.5  -2184 -0.582737   4480177  0.030390  2326  0.796181  0.0083 0.000683 0.000894 0.002797 -0.060167  0.026244 -0.131640
P665 07NOV03 2007.8385 54407 1451 6 -121.5  -2184 -0.584317   4480177  0.028914  2326  0.797840  0.0083 0.000684 0.000887 0.002786 -0.071816  0.020824 -0.151161
P665 07NOV04 2007.8412 54408 1452 0 -121.5  -2184 -0.585680   4480177  0.028487  2326  0.796631  0.0083 0.000680 0.000895 0.002790 -0.052840  0.028666 -0.144194
P665 07NOV05 2007.8439 54409 1452 1 -121.5  -2184 -0.584040   4480177  0.030574  2326  0.797582  0.0083 0.000684 0.000890 0.002789 -0.067694  0.031071 -0.145328
P665 07NOV06 2007.8467 54410 1452 2 -121.5  -2184 -0.584245   4480177  0.029767  2326  0.796282  0.0083 0.000694 0.000891 0.002799 -0.072317  0.017124 -0.151352
